HIOS Issuer ID,Service Area ID,Service Area Name,State,County Name,Partial County,Service Area Zip Code (s) ,Partial County Justification,Market
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,FAYETTE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,FISHER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,FORT BEND,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,FREESTONE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,FRIO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GALVESTON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GILLESPIE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GOLIAD,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GONZALES,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GRAY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GRAYSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GREGG,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GRIMES,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,GUADALUPE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HAMILTON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HARDIN,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HARRIS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HARTLEY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HAYS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HENDERSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HIDALGO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HILL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HOOD,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HOUSTON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,HUNT,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,IRION,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,JACK,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,JACKSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,JEFFERSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,JOHNSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,KENDALL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,KERR,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,KIMBLE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,KINNEY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LAMPASAS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LAVACA,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LEE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LEON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LIBERTY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LIMESTONE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,LLANO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MCCULLOCH,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MCLENNAN,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MADISON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MASON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MATAGORDA,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MAVERICK,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MEDINA,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MENARD,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MILAM,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MILLS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MITCHELL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MONTAGUE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,MONTGOMERY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,NACOGDOCHES,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,NAVARRO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,NUECES,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,OLDHAM,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,ORANGE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,PALO PINTO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,PANOLA,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,PARKER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,PARMER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,POTTER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,RAINS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,RANDALL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,REAL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,REFUGIO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,ROBERTSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,ROCKWALL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,RUNNELS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,RUSK,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SAN JACINTO,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SAN SABA,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SCHLEICHER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SCURRY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SHERMAN,No,,,Individual
17933,TXS001,Moda Select,No,HAYS,No,,,Individual
17933,TXS001,Moda Select,No,TRAVIS,No,,,Individual
17933,TXS001,Moda Select,No,WILLIAMSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SMITH,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SOMERVELL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,STARR,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,STERLING,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,STONEWALL,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,SUTTON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,TARRANT,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,TOM GREEN,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,TRAVIS,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,TRINITY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,TYLER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,VAL VERDE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,VAN ZANDT,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,VICTORIA,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WALKER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WALLER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WEBB,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WHARTON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WHEELER,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WILLACY,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WILLIAMSON,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WISE,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,WOOD,No,,,Individual
87226,TXS005,Ambetter from Superior Healthplan 5 Virtual,No,ZAPATA,No,,,Individual
27248,TXS001,Community Gulf Coast,No,AUSTIN,No,,,Individual
27248,TXS001,Community Gulf Coast,No,BRAZORIA,No,,,Individual
27248,TXS001,Community Gulf Coast,No,CHAMBERS,No,,,Individual
27248,TXS001,Community Gulf Coast,No,FORT BEND,No,,,Individual
27248,TXS001,Community Gulf Coast,No,GALVESTON,No,,,Individual
27248,TXS001,Community Gulf Coast,No,HARDIN,No,,,Individual
27248,TXS001,Community Gulf Coast,No,HARRIS,No,,,Individual
27248,TXS001,Community Gulf Coast,No,JASPER,No,,,Individual
27248,TXS001,Community Gulf Coast,No,JEFFERSON,No,,,Individual
27248,TXS001,Community Gulf Coast,No,LIBERTY,No,,,Individual
27248,TXS001,Community Gulf Coast,No,MATAGORDA,No,,,Individual
27248,TXS001,Community Gulf Coast,No,MONTGOMERY,No,,,Individual
27248,TXS001,Community Gulf Coast,No,NEWTON,No,,,Individual
27248,TXS001,Community Gulf Coast,No,ORANGE,No,,,Individual
27248,TXS001,Community Gulf Coast,No,POLK,No,,,Individual
27248,TXS001,Community Gulf Coast,No,SAN JACINTO,No,,,Individual
27248,TXS001,Community Gulf Coast,No,TYLER,No,,,Individual
27248,TXS001,Community Gulf Coast,No,WALKER,No,,,Individual
27248,TXS001,Community Gulf Coast,No,WALLER,No,,,Individual
27248,TXS001,Community Gulf Coast,No,WHARTON,No,,,Individual
27248,TXS002,Community Gulf Coast PP,No,HARRIS,No,,,Individual
33602,TXS011,Blue Advantage HMO,No,BROWN,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,CALLAHAN,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,COLEMAN,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,COMANCHE,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,EASTLAND,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,FISHER,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,HASKELL,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,JONES,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,KENT,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,MITCHELL,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,NOLAN,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,RUNNELS,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,SCURRY,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,SHACKELFORD,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,STEPHENS,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,STONEWALL,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,TAYLOR,No,,,Small Group
33602,TXS011,Blue Advantage HMO,No,THROCKMORTON,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,ARMSTRONG,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,BRISCOE,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,CARSON,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,CASTRO,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,CHILDRESS,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,COLLINGSWORTH,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,DALLAM,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,DEAF SMITH,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,DONLEY,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,GRAY,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,HALL,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,HANSFORD,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,HARTLEY,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,HEMPHILL,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,HUTCHINSON,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,LIPSCOMB,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,MOORE,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,OCHILTREE,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,OLDHAM,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,PARMER,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,POTTER,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,RANDALL,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,ROBERTS,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,SHERMAN,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,SWISHER,No,,,Small Group
33602,TXS021,Blue Advantage HMO,No,WHEELER,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,BASTROP,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,BLANCO,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,BURNET,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,CALDWELL,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,FAYETTE,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,HAYS,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,LEE,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,LLANO,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,TRAVIS,No,,,Small Group
33602,TXS031,Blue Advantage HMO,No,WILLIAMSON,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,ANGELINA,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,HARDIN,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,HOUSTON,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,JASPER,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,JEFFERSON,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,NACOGDOCHES,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,NEWTON,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,ORANGE,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,POLK,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,SABINE,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,SAN AUGUSTINE,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,SAN JACINTO,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,SHELBY,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,TRINITY,No,,,Small Group
33602,TXS041,Blue Advantage HMO,No,TYLER,No,,,Small Group
33602,TXS051,Blue Advantage HMO,No,CAMERON,No,,,Small Group
33602,TXS051,Blue Advantage HMO,No,KENEDY,No,,,Small Group
33602,TXS051,Blue Advantage HMO,No,WILLACY,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,BRAZOS,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,BURLESON,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,GRIMES,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,LEON,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,MADISON,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,MILAM,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,ROBERTSON,No,,,Small Group
33602,TXS061,Blue Advantage HMO,No,WASHINGTON,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,ARANSAS,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,BEE,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,JIM WELLS,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,KLEBERG,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,LIVE OAK,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,NUECES,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,REFUGIO,No,,,Small Group
33602,TXS071,Blue Advantage HMO,No,SAN PATRICIO,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,COLLIN,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,DALLAS,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,ELLIS,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,HUNT,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,KAUFMAN,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,NAVARRO,No,,,Small Group
33602,TXS081,Blue Advantage HMO,No,ROCKWALL,No,,,Small Group
33602,TXS091,Blue Advantage HMO,No,BREWSTER,No,,,Small Group
33602,TXS091,Blue Advantage HMO,No,CULBERSON,No,,,Small Group
33602,TXS091,Blue Advantage HMO,No,EL PASO,No,,,Small Group
33602,TXS091,Blue Advantage HMO,No,HUDSPETH,No,,,Small Group
33602,TXS091,Blue Advantage HMO,No,JEFF DAVIS,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,JOHNSON,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,JONES,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,KENT,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,KIMBLE,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,KING,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,KNOX,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LAMB,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LAMPASAS,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LEE,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LEON,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LIMESTONE,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LIPSCOMB,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LLANO,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LOVING,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LUBBOCK,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,LYNN,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,MCCULLOCH,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,MCLENNAN,No,,,Small Group
40788,TXS002,BSWHP ACA SG HMO,No,MADISON,No,,,Small Group
29418,TXS001,Superior Health Plan 1,No,ANDREWS,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,ARANSAS,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,ARMSTRONG,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,ATASCOSA,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,AUSTIN,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BANDERA,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BASTROP,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BELL,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BEXAR,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BLANCO,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BOSQUE,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BRAZORIA,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BRAZOS,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BREWSTER,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BROOKS,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BROWN,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BURLESON,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,BURNET,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CALDWELL,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CALHOUN,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CAMERON,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CAMP,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CARSON,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CASTRO,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CHAMBERS,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,CHEROKEE,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,COKE,No,,,Individual
29418,TXS001,Superior Health Plan 1,No,COLEMAN,No,,,Individual
